Date,Consumption,Temperature,Humidity,Wind_Speed,Day_of_Week,Month,Holiday,Season
2015-01-01 00:00:00,574.5071229516849,6.062758670695626,40.290589378814566,4.375148621402305,3,1,0,Summer
2015-01-01 01:00:00,479.2603548243223,-4.849040277889696,50.80813318728022,12.73492326394271,3,1,1,Summer
2015-01-01 02:00:00,597.1532807151038,-6.409622727726541,88.20610585989368,2.022287523721882,3,1,0,Fall
2015-01-01 03:00:00,728.4544784612037,-5.286201105053197,76.84727075878754,10.958693797983557,3,1,0,Winter
2015-01-01 04:00:00,464.8769937914996,19.14346805960214,46.95544995225194,11.679168049793425,3,1,0,Winter
2015-01-01 05:00:00,464.8794564576229,-7.416891208550515,63.83650617866922,4.324745978683473,3,1,0,Spring
2015-01-01 06:00:00,736.8819223261087,6.846343748201921,54.259567370968725,7.833862599824737,3,1,0,Fall
2015-01-01 07:00:00,615.1152093729363,27.65998509571147,59.39791057962779,16.54385779167605,3,1,1,Summer
2015-01-01 08:00:00,429.5788421097572,4.717408325768904,51.30997148344251,2.9681810750592685,3,1,0,Winter
2015-01-01 09:00:00,581.3840065378947,28.16540385900649,46.759861111820435,8.690123952316803,3,1,0,Summer
2015-01-01 10:00:00,430.48734607813066,27.273351910352766,70.48578248348512,18.654661424229037,3,1,1,Spring
2015-01-01 11:00:00,430.1405369644615,2.2913566316608165,76.71250890516706,10.08217855399202,3,1,0,Winter
2015-01-01 12:00:00,536.2943407349051,26.441109004637276,82.43742736484069,14.50267423666574,3,1,0,Summer
2015-01-01 13:00:00,213.00796330133034,27.38883191360504,39.31979803909128,16.537320791111018,3,1,0,Summer
2015-01-01 14:00:00,241.26232512304506,9.872696283351342,79.37133141871443,4.075487496909849,3,1,0,Fall
2015-01-01 15:00:00,415.6568706138541,0.5210241870759109,45.28804946862381,4.3643447106586475,3,1,1,Summer
2015-01-01 16:00:00,348.0753319498364,16.063540344593456,55.64018339460304,15.17182912196767,3,1,0,Summer
2015-01-01 17:00:00,547.1370998892911,36.06987940000982,84.0866211509548,15.06613476352802,3,1,0,Summer
2015-01-01 18:00:00,363.79638867181836,21.9808366216031,57.27021605895612,1.2036664127923813,3,1,0,Summer
2015-01-01 19:00:00,288.1544447997063,-1.3538751186369407,41.82381204265897,6.449964813899287,3,1,0,Spring
2015-01-01 20:00:00,719.8473153382331,24.137846236675998,39.59211931422707,7.970649838168759,3,1,1,Summer
2015-01-01 21:00:00,466.13355492701965,11.360151364091728,58.37902599912803,16.580808069423075,3,1,0,Fall
2015-01-01 22:00:00,510.12923070318857,19.57643986776865,75.76034543859325,8.437245108594748,3,1,0,Spring
2015-01-01 23:00:00,286.28777206798145,26.703201751155397,89.83230863845807,18.518577808064876,3,1,1,Spring
2015-01-02 00:00:00,418.3425913212226,15.74736757572224,77.24451770585412,19.9321555428128,4,1,0,Summer
2015-01-02 01:00:00,516.6383884564799,30.69919872866543,82.62071753657122,15.614523313886991,4,1,1,Winter
2015-01-02 02:00:00,327.3509633866546,26.107778965831386,74.86994165609329,13.32773379134515,4,1,0,Summer
2015-01-02 03:00:00,556.3547027518508,20.75366700092553,83.72610604536635,7.837943319742456,4,1,1,Spring
2015-01-02 04:00:00,409.9041965121793,-2.4603592083824255,34.5776125988348,1.3407889210406676,4,1,1,Summer
2015-01-02 05:00:00,456.2459375310085,31.797455545578416,85.79589593889872,11.462775127922612,4,1,1,Fall
2015-01-02 06:00:00,409.74400816559046,36.7952792659908,53.78436922353937,7.234098110879819,4,1,1,Fall
2015-01-02 07:00:00,777.8417276763407,-3.151743809535259,85.29685339682668,7.017961516646871,4,1,0,Fall
2015-01-02 08:00:00,497.9754162893099,14.412056471671526,34.54397024756854,13.754185054188712,4,1,0,Summer
2015-01-02 09:00:00,341.34336065661495,2.944437098525224,72.91457742726814,9.272787171932714,4,1,1,Summer
2015-01-02 10:00:00,623.3817368154783,27.726165371278228,74.14132492021227,15.041876895429,4,1,1,Spring
2015-01-02 11:00:00,316.8734525043467,26.081481800234997,89.81465335786636,7.963464453707583,4,1,1,Spring
2015-01-02 12:00:00,531.3295392507133,-2.9557439714800644,76.13131624138882,3.017267709731253,4,1,0,Spring
2015-01-02 13:00:00,206.04948141803368,33.85136356308186,52.954422348936404,9.22695052380493,4,1,1,Winter
2015-01-02 14:00:00,300.7720926652354,-0.951346801099886,63.43491309711272,19.020250286507267,4,1,0,Fall
2015-01-02 15:00:00,529.5291853803685,29.862951282405376,51.993056289995415,16.030492582331167,4,1,0,Winter
2015-01-02 16:00:00,610.7699869993115,12.849017981400245,41.761118718291485,4.114985101467335,4,1,1,Winter
2015-01-02 17:00:00,525.7052421784956,6.41361467790756,44.910139650136415,7.8260100328988536,4,1,1,Fall
2015-01-02 18:00:00,482.6527576417639,-2.0880368662893245,43.32063205645926,18.555841904410755,4,1,0,Winter
2015-01-02 19:00:00,454.83444566160665,-1.61928719266853,62.928919809792774,2.47398117453133,4,1,1,Summer
2015-01-02 20:00:00,278.22170144488587,23.094527735045013,84.3696380719136,5.0790048372987195,4,1,1,Fall
2015-01-02 21:00:00,392.02336874079367,17.521519397356027,84.76359756530385,5.244452917437927,4,1,0,Winter
2015-01-02 22:00:00,430.90418435603186,-3.8957289174383645,33.28582665154953,11.418657513239669,4,1,1,Winter
2015-01-02 23:00:00,658.5683339328374,-4.36510697808374,34.79396405711361,8.214666394226455,4,1,1,Winter
2015-01-03 00:00:00,551.5427434352692,-6.384471261360427,44.70714343034061,1.5974134799259976,5,1,0,Summer
2015-01-03 01:00:00,235.5439766955899,27.188367368677206,45.3035671481685,12.583629091541713,5,1,1,Winter
2015-01-03 02:00:00,548.6125954092192,25.59410426146446,35.69335051435507,1.9815572904030043,5,1,1,Winter
2015-01-03 03:00:00,442.2376579375525,-7.078450457271242,53.307800470406434,12.128298639581562,5,1,0,Winter
2015-01-03 04:00:00,398.46169995410617,18.013503779848648,65.26352356147723,10.140167604520515,5,1,1,Spring
2015-01-03 05:00:00,591.7514433261301,-5.766192237865505,64.68973203596782,9.873373214506252,5,1,0,Fall
2015-01-03 06:00:00,654.6499283743926,35.187288530447084,62.60578087551556,1.3499249059845964,5,1,1,Winter
2015-01-03 07:00:00,639.6920178674297,35.35587095900662,50.320315493249836,12.784408937670717,5,1,0,Winter
2015-01-03 08:00:00,374.11737151660424,24.9116494906565,72.38734111899484,8.626405171786615,5,1,0,Fall
2015-01-03 09:00:00,453.6181436223178,36.3094460719725,79.58903645886429,8.222122445713731,5,1,1,Winter
2015-01-03 10:00:00,549.6895147105346,30.57265152068453,50.77645598864451,11.929027928370735,5,1,0,Summer
2015-01-03 11:00:00,646.3317690683539,31.42692879635247,35.13212155796772,12.124961198930947,5,1,1,Winter
2015-01-03 12:00:00,428.1238643232065,18.48539252849666,47.779815065511386,0.3006659152397706,5,1,0,Winter
2015-01-03 13:00:00,472.1511535004274,5.302959910808795,38.242119274494165,2.504518024064133,5,1,1,Spring
2015-01-03 14:00:00,334.0497538990958,0.8899557558210791,58.04152363363085,4.730364416894412,5,1,0,Spring
2015-01-03 15:00:00,320.5690063878994,6.360001101946459,39.35610907896469,13.559546666919582,5,1,0,Summer
2015-01-03 16:00:00,621.8788733591297,21.4247715044531,57.770685459478635,11.534822540592149,5,1,1,Fall
2015-01-03 17:00:00,703.4360042856234,-1.3671732083800539,43.26017353947886,15.152582647695073,5,1,1,Summer
2015-01-03 18:00:00,489.19848176294994,2.932011831866081,74.32386632774418,14.81215611087714,5,1,0,Fall
2015-01-03 19:00:00,650.5299346838036,13.40304313977322,31.654094450150737,17.063657384123015,5,1,0,Winter
2015-01-03 20:00:00,554.2454037571451,1.6525049262307778,63.28477822991553,7.536297225448278,5,1,0,Spring
2015-01-03 21:00:00,403.2320368092314,19.432183485803083,40.1692964952034,6.901277323666055,5,1,0,Summer
2015-01-03 22:00:00,554.2093408262621,36.158801422816495,30.059511868177623,16.620308061069263,5,1,0,Summer
2015-01-03 23:00:00,730.7054849698955,27.40446828515632,82.15200528388843,4.75203067734369,5,1,0,Spring
2015-01-04 00:00:00,494.62609413350725,23.321330707445654,70.29166726884407,9.22344747347214,6,1,0,Fall
2015-01-04 01:00:00,734.6965483721009,19.13607379918894,35.93656932303141,3.8865130404449943,6,1,0,Winter
2015-01-04 02:00:00,107.03823438653836,14.397395462853243,69.84434206103134,18.276814842784272,6,1,1,Fall
2015-01-04 03:00:00,623.2853756562836,-0.671807018267014,66.69883996425591,8.156060261932508,6,1,1,Spring
2015-01-04 04:00:00,513.0570602357257,34.73552277134328,58.4014012225922,4.249737964616567,6,1,1,Winter
2015-01-04 05:00:00,455.14889743011986,2.4268001006418167,55.15548590553684,13.84026781137824,6,1,1,Fall
2015-01-04 06:00:00,513.7641164803254,-5.434556121091962,83.22418577494409,4.892893564209572,6,1,0,Winter
2015-01-04 07:00:00,201.8646628098661,27.500758961434762,44.70888119384708,18.870072063404468,6,1,0,Spring
2015-01-04 08:00:00,467.0492168243732,-1.2192232834416803,53.898603420803,7.352340296188229,6,1,1,Winter
2015-01-04 09:00:00,553.5668857267619,8.594799977058802,49.746924773689635,13.29281424203674,6,1,0,Summer
2015-01-04 10:00:00,721.6841067112274,-8.585753585451014,76.27206174219802,6.904898623148268,6,1,0,Spring
2015-01-04 11:00:00,422.2594672589529,-3.1466028729775966,84.98791837395237,16.144911659869475,6,1,1,Summer
2015-01-04 12:00:00,378.72595956602186,-1.3398184620043967,80.98690192441383,17.938454820455515,6,1,1,Winter
2015-01-04 13:00:00,424.7364434623195,-7.279493612491103,77.86223581798612,15.758367188295724,6,1,1,Fall
