Date,Consumption,Temperature,Humidity,Wind_Speed,Solar_Radiation,Day_of_Week,Month,Holiday,Week_of_Year,Wind_Direction,Energy_Use_Category,Building_Type,Time_of_Day
2015-01-01 00:00:00,435.80414962174956,-6.305451679466437,62.25608005304124,12.784290017200867,646.6950321086297,3,1,0,1,SE,Industrial,Factory,Night
2015-01-01 01:00:00,600.6570827559282,24.504454719952555,52.38010295764144,2.900728210359429,768.1422706265687,3,1,0,1,E,Industrial,Apartment,Morning
2015-01-01 02:00:00,531.7714045987036,14.251209596932057,85.35796478399209,12.644049673022815,726.2733381438338,3,1,0,1,E,Industrial,Office,Evening
2015-01-01 03:00:00,590.3802555748897,25.40718766819071,54.84434654599191,8.022131133506193,325.6316905831681,3,1,1,1,S,Commercial,Office,Afternoon
2015-01-01 04:00:00,422.0932983110956,-3.6264792979416,84.31036056115244,11.436130861607287,270.84329450003355,3,1,1,1,NE,Residential,Office,Night
2015-01-01 05:00:00,499.8944966814473,-3.065698794937357,43.27840263900791,18.409735473794953,553.4787905314175,3,1,0,1,W,Residential,Office,Evening
2015-01-01 06:00:00,369.8405162798448,34.84577271826306,41.39730435798741,11.10109676644884,422.5750497170374,3,1,1,1,SE,Industrial,Office,Afternoon
2015-01-01 07:00:00,436.1173764714497,-1.4525297168767022,82.64635190073686,7.7754263972289905,24.78871417774431,3,1,0,1,E,Commercial,Apartment,Afternoon
2015-01-01 08:00:00,400.6917821031708,29.85222588701437,31.83716819859026,12.76035220125069,745.612747130899,3,1,0,1,W,Industrial,House,Night
2015-01-01 09:00:00,576.5381417799166,-3.5068408735721164,36.883407754947825,10.375397232248218,812.4670421195262,3,1,0,1,W,Commercial,Apartment,Evening
2015-01-01 10:00:00,515.0983225186511,-8.050608462208706,48.30470331350513,17.271431808424797,618.7183287951849,3,1,0,1,SE,Commercial,House,Morning
2015-01-01 11:00:00,269.8547266266601,-3.2974186957406193,39.562803990316084,15.904619340704238,587.4016312125697,3,1,1,1,N,Industrial,Apartment,Afternoon
2015-01-01 12:00:00,496.3769589405755,28.215913871219257,76.38911192194153,4.251691528044985,997.1345520172099,3,1,1,1,NW,Residential,Office,Morning
2015-01-01 13:00:00,445.8780254773209,10.072236044056691,53.9347732075624,4.162685831769782,218.9236545918727,3,1,1,1,E,Residential,Apartment,Morning
2015-01-01 14:00:00,487.94440837075143,20.052528298761732,59.579171162401636,8.422275852365287,187.42597743170052,3,1,0,1,S,Commercial,Office,Evening
2015-01-01 15:00:00,642.727862233821,15.864334130526828,63.706684536627044,2.106109871690247,533.392134943242,3,1,0,1,N,Residential,Apartment,Evening
2015-01-01 16:00:00,537.610364991058,9.706585448338288,82.27715670117536,10.181650967449782,453.10189703312795,3,1,0,1,N,Commercial,House,Afternoon
2015-01-01 17:00:00,651.424518655344,7.8552024031338235,32.26378923386568,0.3830602354589163,876.5699115252936,3,1,0,1,E,Residential,Apartment,Night
2015-01-01 18:00:00,392.7919667096879,-4.8471256689149165,68.33708320141477,5.7089577811940595,248.48105368035021,3,1,1,1,S,Commercial,Office,Night
2015-01-01 19:00:00,226.29739826917853,17.489285820831157,32.24867541428126,12.755836461548977,640.0091188197757,3,1,1,1,NE,Residential,Factory,Afternoon
2015-01-01 20:00:00,485.7034159535914,10.638540569697732,75.50361551346184,8.84020669458379,385.26968972509866,3,1,1,1,NW,Residential,Factory,Night
2015-01-01 21:00:00,457.4797976856338,34.6553760125776,80.47581475935014,15.938044859941591,850.5191128377811,3,1,0,1,N,Commercial,Apartment,Night
2015-01-01 22:00:00,652.9192548721165,26.43993752348149,82.3840572668611,5.179628954007103,495.5850856602444,3,1,0,1,SW,Commercial,Apartment,Evening
2015-01-01 23:00:00,652.1674806943734,36.14915542320417,57.7116294687322,13.511436697725527,678.6628098785147,3,1,1,1,NE,Commercial,House,Afternoon
2015-01-02 00:00:00,355.64886334972266,-0.3153257362245725,41.74914642443788,17.653212162365037,888.9615474253827,4,1,1,1,N,Residential,Factory,Evening
2015-01-02 01:00:00,490.7982058397821,25.282644379482086,47.339734630327584,6.2803266718364466,307.31603676051776,4,1,1,1,NW,Residential,Office,Morning
2015-01-02 02:00:00,575.4260742312558,-4.8006275509585,60.92485753011208,8.154434486423858,164.1987428343211,4,1,0,1,S,Residential,Factory,Morning
2015-01-02 03:00:00,767.6340594249875,33.583558114526284,47.560982431429565,7.45087251930584,73.44955722016778,4,1,0,1,SE,Commercial,Apartment,Evening
2015-01-02 04:00:00,541.6413885498774,36.924049870646115,55.92133837668764,2.4166415003553032,578.3789825311633,4,1,1,1,SW,Industrial,Factory,Evening
